order_id;return_id;order_date;return_date;return_delay_days;product_name;category;quantity;unit_price;return_amount;return_reason;return_status;sales_channel;carrier;region;city
CMD-11465;RET-21465;2025-02-17;2025-02-18;1;Tapis de yoga;Sport & Loisirs;2;80.15;160.3;Changement d'avis;En cours de traitement;Marketplace;DHL;Nouvelle-Aquitaine;Bordeaux
CMD-11466;RET-21466;2024-09-24;2024-10-07;13;Brosse à dents électrique;Beauté & Santé;2;235.46;470.92;Mauvaise taille / couleur;Remboursé;Application mobile;Chronopost;Nouvelle-Aquitaine;Bordeaux
CMD-11467;RET-21467;2024-11-03;2024-11-19;16;Plante artificielle;Maison & Jardin;1;95.72;95.72;Produit défectueux;En cours de traitement;Marketplace;UPS;Grand Est;Reims
CMD-11468;RET-21468;2024-11-21;2024-12-01;10;Robe;Vêtements;1;309.64;309.64;Ne correspond pas à la description;Remboursé;Site web;Mondial Relay;Nouvelle-Aquitaine;Pau
CMD-11469;RET-21469;2024-03-31;2024-04-19;19;Résistance élastique;Sport & Loisirs;2;229.05;458.1;Changement d'avis;Remboursé;Application mobile;UPS;Bretagne;Rennes
CMD-11470;RET-21470;2024-07-14;2024-07-20;6;Gourde;Sport & Loisirs;2;317.63;635.26;Changement d'avis;Remboursé;Téléphone;Mondial Relay;Île-de-France;Paris
CMD-11471;RET-21471;2024-11-13;2024-12-04;21;T-shirt;Vêtements;2;255.22;510.44;Changement d'avis;Remboursé;Application mobile;DHL;Pays de la Loire;Angers
CMD-11472;RET-21472;2024-09-20;2024-09-21;1;Montre connectée;Électronique;1;92.02;92.02;Commande en double;En cours de traitement;Application mobile;Mondial Relay;Hauts-de-France;Amiens
CMD-11473;RET-21473;2025-01-06;2025-01-25;19;Sérum visage;Beauté & Santé;3;178.99;536.97;Produit défectueux;Remboursé;Marketplace;Mondial Relay;Pays de la Loire;Nantes
CMD-11474;RET-21474;2024-09-28;2024-10-17;19;Lampe;Maison & Jardin;2;75.76;151.52;Ne correspond pas à la description;En cours de traitement;Site web;DHL;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11475;RET-21475;2024-12-23;2024-12-30;7;Casque vélo;Sport & Loisirs;3;201.77;605.31;Mauvaise taille / couleur;Remboursé;Site web;Colissimo;Auvergne-Rhône-Alpes;Grenoble
CMD-11476;RET-21476;2024-08-17;2024-08-29;12;Gourde;Sport & Loisirs;3;123.37;370.11;Délai de livraison trop long;Remboursé;Site web;Mondial Relay;Occitanie;Montpellier
CMD-11477;RET-21477;2024-05-07;2024-05-15;8;Tapis de yoga;Sport & Loisirs;1;168.81;168.81;Produit défectueux;Échangé;Téléphone;UPS;Pays de la Loire;Le Mans
CMD-11478;RET-21478;2024-05-06;2024-05-14;8;Pantalon;Vêtements;2;42.93;85.86;Livraison endommagée;Remboursé;Téléphone;Mondial Relay;Hauts-de-France;Lille
CMD-11479;RET-21479;2024-10-14;2024-11-12;29;T-shirt;Vêtements;2;324.01;648.02;Produit défectueux;Remboursé;Application mobile;Chronopost;Normandie;Rouen
CMD-11480;RET-21480;2024-03-20;2024-04-05;16;Cadre photo;Maison & Jardin;1;233.48;233.48;Commande en double;Remboursé;Site web;DHL;Île-de-France;Boulogne-Billancourt
CMD-11481;RET-21481;2024-04-18;2024-04-21;3;Complément alimentaire;Beauté & Santé;1;324.44;324.44;Mauvaise taille / couleur;Remboursé;Site web;UPS;Hauts-de-France;Lille
CMD-11482;RET-21482;2024-12-07;2024-12-30;23;T-shirt;Vêtements;3;43.15;129.45;Changement d'avis;Remboursé;Marketplace;Chronopost;Normandie;Rouen
CMD-11483;RET-21483;2024-03-21;2024-04-14;24;Pantalon;Vêtements;1;77.2;77.2;Produit défectueux;Remboursé;Application mobile;Colissimo;Hauts-de-France;Amiens
CMD-11484;RET-21484;2024-04-27;2024-05-21;24;Veste;Vêtements;3;267.24;801.72;Mauvaise taille / couleur;Échangé;Marketplace;Chronopost;Hauts-de-France;Valenciennes
CMD-11485;RET-21485;2024-10-26;2024-11-08;13;Tablette;Électronique;2;21.94;43.88;Livraison endommagée;Remboursé;Site web;Chronopost;Nouvelle-Aquitaine;Limoges
CMD-11486;RET-21486;2024-06-14;2024-06-17;3;Robe;Vêtements;1;157.77;157.77;Changement d'avis;Échangé;Marketplace;Mondial Relay;Nouvelle-Aquitaine;Pau
CMD-11487;RET-21487;2024-12-25;2025-01-23;29;Brosse à dents électrique;Beauté & Santé;2;63.52;127.04;Changement d'avis;Remboursé;Site web;Chronopost;Normandie;Le Havre
CMD-11488;RET-21488;2025-01-04;2025-01-31;27;Résistance élastique;Sport & Loisirs;2;98.48;196.96;Commande en double;En cours de traitement;Site web;DHL;Occitanie;Nîmes
CMD-11489;RET-21489;2024-09-06;2024-10-01;25;Parfum;Beauté & Santé;1;307.41;307.41;Produit défectueux;Remboursé;Marketplace;Mondial Relay;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11490;RET-21490;2024-04-24;2024-05-12;18;Sac de sport;Sport & Loisirs;3;207.43;622.29;Mauvaise taille / couleur;Remboursé;Site web;Chronopost;Nouvelle-Aquitaine;Bordeaux
CMD-11491;RET-21491;2024-06-29;2024-07-29;30;Montre connectée;Électronique;3;194.85;584.55;Mauvaise taille / couleur;Remboursé;Application mobile;Colissimo;Auvergne-Rhône-Alpes;Lyon
CMD-11492;RET-21492;2024-07-08;2024-07-17;9;Cadre photo;Maison & Jardin;1;291.56;291.56;Mauvaise taille / couleur;En cours de traitement;Site web;Chronopost;Île-de-France;Boulogne-Billancourt
CMD-11493;RET-21493;2025-02-18;2025-02-26;21;Montre connectée;Électronique;1;222.45;222.45;Changement d'avis;Remboursé;Marketplace;DHL;Auvergne-Rhône-Alpes;Grenoble
CMD-11494;RET-21494;2024-10-19;2024-10-25;6;Tapis;Maison & Jardin;1;21.26;21.26;Commande en double;Échangé;Marketplace;Colissimo;Île-de-France;Paris
CMD-11495;RET-21495;2024-04-09;2024-04-20;11;Chaussures;Vêtements;1;38.1;38.1;Délai de livraison trop long;Remboursé;Marketplace;Mondial Relay;Occitanie;Montpellier
CMD-11496;RET-21496;2025-01-23;2025-02-04;12;Montre connectée;Électronique;1;254.54;254.54;Ne correspond pas à la description;Remboursé;Téléphone;DHL;Provence-Alpes-Côte d'Azur;Nice
CMD-11497;RET-21497;2024-07-25;2024-08-03;9;T-shirt;Vêtements;3;286.34;859.02;Mauvaise taille / couleur;Remboursé;Application mobile;Colissimo;Normandie;Le Havre
CMD-11498;RET-21498;2024-05-14;2024-05-20;6;Cadre photo;Maison & Jardin;3;278.03;834.09;Mauvaise taille / couleur;Remboursé;Application mobile;Colissimo;Provence-Alpes-Côte d'Azur;Nice
CMD-11499;RET-21499;2024-12-29;2024-12-31;2;Écouteurs;Électronique;1;138.48;138.48;Ne correspond pas à la description;Remboursé;Application mobile;UPS;Provence-Alpes-Côte d'Azur;Marseille
CMD-11500;RET-21500;2024-09-07;2024-09-26;19;Tablette;Électronique;2;60.75;121.5;Ne correspond pas à la description;Remboursé;Application mobile;DHL;Hauts-de-France;Valenciennes
CMD-11501;RET-21501;2024-08-03;2024-08-30;27;Chaussures;Vêtements;2;258.06;516.12;Produit défectueux;Remboursé;Site web;Chronopost;Pays de la Loire;Le Mans
CMD-11502;RET-21502;2024-09-24;2024-10-14;20;Complément alimentaire;Beauté & Santé;2;220.15;440.3;Commande en double;Refusé;Marketplace;Mondial Relay;Île-de-France;Versailles
CMD-11503;RET-21503;2024-05-31;2024-06-05;5;Smartphone;Électronique;2;282.68;565.36;Ne correspond pas à la description;Remboursé;Marketplace;Mondial Relay;Auvergne-Rhône-Alpes;Grenoble
CMD-11504;RET-21504;2024-02-29;2024-03-09;9;Coussin;Maison & Jardin;3;332.47;997.41;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Bretagne;Rennes
CMD-11505;RET-21505;2025-01-23;2025-01-26;3;Résistance élastique;Sport & Loisirs;1;62.65;62.65;Changement d'avis;Échangé;Site web;Chronopost;Auvergne-Rhône-Alpes;Lyon
CMD-11506;RET-21506;2024-11-20;2024-12-09;19;Plante artificielle;Maison & Jardin;2;63.92;127.84;Commande en double;Remboursé;Marketplace;Mondial Relay;Occitanie;Montpellier
CMD-11507;RET-21507;2024-10-04;2024-10-11;7;Écouteurs;Électronique;2;37.94;75.88;Ne correspond pas à la description;Refusé;Site web;DHL;Île-de-France;Boulogne-Billancourt
CMD-11508;RET-21508;2024-09-05;2024-09-30;25;Lampe;Maison & Jardin;1;147.11;147.11;Changement d'avis;Remboursé;Application mobile;DHL;Occitanie;Nîmes
CMD-11509;RET-21509;2024-06-04;2024-07-02;28;Smartphone;Électronique;2;138.27;276.54;Livraison endommagée;Remboursé;Téléphone;Mondial Relay;Grand Est;Reims
CMD-11510;RET-21510;2024-11-11;2024-12-11;30;Tablette;Électronique;3;47.05;141.15;Changement d'avis;Remboursé;Marketplace;DHL;Occitanie;Nîmes
CMD-11511;RET-21511;2024-08-14;2024-09-07;24;Robe;Vêtements;3;292.8;878.4;Changement d'avis;Remboursé;Application mobile;Colissimo;Île-de-France;Versailles
CMD-11512;RET-21512;2024-07-25;2024-08-02;8;Pantalon;Vêtements;1;339.71;339.71;Commande en double;Remboursé;Site web;Colissimo;Provence-Alpes-Côte d'Azur;Marseille
CMD-11513;RET-21513;2024-09-16;2024-10-10;24;Pantalon;Vêtements;1;40.62;40.62;Mauvaise taille / couleur;Échangé;Marketplace;Mondial Relay;Normandie;Caen
CMD-11514;RET-21514;2024-03-22;2024-04-11;20;Pantalon;Vêtements;3;41.08;123.24;Ne correspond pas à la description;Remboursé;Site web;Chronopost;Occitanie;Montpellier
CMD-11515;RET-21515;2024-03-18;2024-04-16;29;Tapis de yoga;Sport & Loisirs;3;36.13;108.39;Commande en double;Remboursé;Téléphone;UPS;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11516;RET-21516;2024-04-15;2024-04-30;15;Parfum;Beauté & Santé;3;254.9;764.7;Produit défectueux;Remboursé;Marketplace;Colissimo;Pays de la Loire;Nantes
CMD-11517;RET-21517;2024-12-23;2024-12-27;4;Plante artificielle;Maison & Jardin;1;196.91;196.91;Livraison endommagée;Remboursé;Site web;UPS;Normandie;Le Havre
CMD-11518;RET-21518;2025-01-18;2025-02-10;23;Résistance élastique;Sport & Loisirs;3;106.44;319.32;Délai de livraison trop long;En cours de traitement;Téléphone;Mondial Relay;Normandie;Rouen
CMD-11519;RET-21519;2025-02-09;2025-02-16;7;Résistance élastique;Sport & Loisirs;3;279.31;837.93;Produit défectueux;Échangé;Marketplace;Mondial Relay;Nouvelle-Aquitaine;Bordeaux
CMD-11520;RET-21520;2025-01-19;2025-02-13;25;Brosse à dents électrique;Beauté & Santé;1;193.34;193.34;Mauvaise taille / couleur;Remboursé;Marketplace;Mondial Relay;Occitanie;Toulouse
CMD-11521;RET-21521;2024-05-08;2024-06-02;25;Gourde;Sport & Loisirs;1;287.08;287.08;Changement d'avis;Remboursé;Site web;UPS;Nouvelle-Aquitaine;Bordeaux
CMD-11522;RET-21522;2024-07-16;2024-07-27;11;Plante artificielle;Maison & Jardin;1;41.36;41.36;Changement d'avis;Échangé;Site web;Mondial Relay;Île-de-France;Versailles
CMD-11523;RET-21523;2024-09-22;2024-10-16;24;Écouteurs;Électronique;3;17.23;51.69;Mauvaise taille / couleur;Remboursé;Site web;Colissimo;Provence-Alpes-Côte d'Azur;Marseille
CMD-11524;RET-21524;2024-11-18;2024-12-11;23;Smartphone;Électronique;3;53.79;161.37;Livraison endommagée;En cours de traitement;Site web;Chronopost;Île-de-France;Paris
CMD-11525;RET-21525;2024-08-29;2024-09-11;13;Casque vélo;Sport & Loisirs;1;288.18;288.18;Produit défectueux;Remboursé;Site web;Chronopost;Île-de-France;Boulogne-Billancourt
CMD-11526;RET-21526;2024-04-18;2024-04-24;6;Veste;Vêtements;2;130.97;261.94;Mauvaise taille / couleur;Remboursé;Site web;UPS;Grand Est;Metz
CMD-11527;RET-21527;2024-10-01;2024-10-26;25;Sérum visage;Beauté & Santé;3;81.69;245.07;Ne correspond pas à la description;Refusé;Site web;DHL;Pays de la Loire;Angers
CMD-11528;RET-21528;2024-12-06;2024-12-07;1;Parfum;Beauté & Santé;1;126.49;126.49;Livraison endommagée;En cours de traitement;Marketplace;Mondial Relay;Occitanie;Montpellier
CMD-11529;RET-21529;2024-05-06;2024-05-20;14;Tablette;Électronique;1;229.35;229.35;Produit défectueux;Remboursé;Site web;Colissimo;Normandie;Le Havre
CMD-11530;RET-21530;2025-01-02;2025-01-29;27;Montre connectée;Électronique;2;347.68;695.36;Produit défectueux;Remboursé;Application mobile;Colissimo;Normandie;Le Havre
CMD-11531;RET-21531;2025-02-26;2025-02-26;15;Cadre photo;Maison & Jardin;1;146.97;146.97;Mauvaise taille / couleur;Refusé;Site web;Mondial Relay;Normandie;Le Havre
CMD-11532;RET-21532;2024-12-16;2025-01-11;26;Résistance élastique;Sport & Loisirs;3;228.19;684.57;Changement d'avis;Échangé;Téléphone;UPS;Normandie;Le Havre
CMD-11533;RET-21533;2024-04-12;2024-05-11;29;Brosse à dents électrique;Beauté & Santé;1;191.99;191.99;Mauvaise taille / couleur;Refusé;Site web;DHL;Provence-Alpes-Côte d'Azur;Toulon
CMD-11534;RET-21534;2024-12-12;2024-12-16;4;Lampe;Maison & Jardin;3;311.7;935.1;Commande en double;En cours de traitement;Téléphone;Chronopost;Normandie;Le Havre
CMD-11535;RET-21535;2024-04-22;2024-04-28;6;Veste;Vêtements;1;273.93;273.93;Mauvaise taille / couleur;Refusé;Site web;Mondial Relay;Grand Est;Reims
CMD-11536;RET-21536;2025-02-19;2025-02-20;1;Parfum;Beauté & Santé;1;145.32;145.32;Commande en double;Refusé;Site web;UPS;Auvergne-Rhône-Alpes;Grenoble
CMD-11537;RET-21537;2024-05-26;2024-06-19;24;Veste;Vêtements;3;330.63;991.89;Changement d'avis;Remboursé;Application mobile;DHL;Occitanie;Nîmes
CMD-11538;RET-21538;2025-01-24;2025-02-01;8;Sérum visage;Beauté & Santé;3;315.0;945.0;Commande en double;En cours de traitement;Téléphone;Colissimo;Île-de-France;Boulogne-Billancourt
CMD-11539;RET-21539;2024-05-09;2024-06-07;29;Complément alimentaire;Beauté & Santé;2;126.06;252.12;Mauvaise taille / couleur;En cours de traitement;Application mobile;Chronopost;Pays de la Loire;Nantes
CMD-11540;RET-21540;2024-10-06;2024-10-28;22;Lampe;Maison & Jardin;3;140.03;420.09;Mauvaise taille / couleur;Remboursé;Marketplace;Colissimo;Grand Est;Reims
CMD-11541;RET-21541;2024-12-10;2024-12-26;16;Tapis de yoga;Sport & Loisirs;3;292.41;877.23;Commande en double;Remboursé;Site web;Colissimo;Nouvelle-Aquitaine;Bordeaux
CMD-11542;RET-21542;2024-07-04;2024-07-31;27;Veste;Vêtements;2;194.1;388.2;Commande en double;Remboursé;Application mobile;Colissimo;Occitanie;Nîmes
CMD-11543;RET-21543;2024-03-13;2024-04-09;27;Robe;Vêtements;1;10.33;10.33;Changement d'avis;En cours de traitement;Site web;Colissimo;Pays de la Loire;Angers
CMD-11544;RET-21544;2024-04-26;2024-05-23;27;Casque vélo;Sport & Loisirs;1;35.52;35.52;Ne correspond pas à la description;Refusé;Marketplace;Colissimo;Occitanie;Nîmes
CMD-11545;RET-21545;2024-03-31;2024-04-13;13;Crème hydratante;Beauté & Santé;3;230.42;691.26;Changement d'avis;Remboursé;Marketplace;Colissimo;Auvergne-Rhône-Alpes;Grenoble
CMD-11546;RET-21546;2024-10-16;2024-10-30;14;Chaussures;Vêtements;1;306.43;306.43;Mauvaise taille / couleur;Remboursé;Marketplace;Chronopost;Bretagne;Quimper
CMD-11547;RET-21547;2025-01-18;2025-01-27;9;Lampe;Maison & Jardin;2;159.82;319.64;Mauvaise taille / couleur;Remboursé;Téléphone;Chronopost;Normandie;Caen
CMD-11548;RET-21548;2024-09-20;2024-10-15;25;Gourde;Sport & Loisirs;3;56.65;169.95;Commande en double;Échangé;Application mobile;UPS;Île-de-France;Versailles
CMD-11549;RET-21549;2024-09-10;2024-10-10;30;Tablette;Électronique;3;247.76;743.28;Commande en double;Remboursé;Site web;Mondial Relay;Normandie;Rouen
CMD-11550;RET-21550;2025-02-06;2025-02-24;18;Lampe;Maison & Jardin;1;77.47;77.47;Produit défectueux;Remboursé;Téléphone;DHL;Bretagne;Rennes
CMD-11551;RET-21551;2024-05-24;2024-05-31;7;Plante artificielle;Maison & Jardin;1;168.85;168.85;Produit défectueux;En cours de traitement;Marketplace;Chronopost;Auvergne-Rhône-Alpes;Grenoble
CMD-11552;RET-21552;2025-02-08;2025-02-12;4;Montre connectée;Électronique;1;10.16;10.16;Commande en double;Remboursé;Application mobile;DHL;Auvergne-Rhône-Alpes;Lyon
CMD-11553;RET-21553;2024-05-04;2024-05-19;15;Casque vélo;Sport & Loisirs;3;341.99;1025.97;Produit défectueux;Remboursé;Marketplace;Mondial Relay;Grand Est;Strasbourg
CMD-11554;RET-21554;2024-07-27;2024-08-06;10;Cadre photo;Maison & Jardin;1;256.84;256.84;Ne correspond pas à la description;Remboursé;Site web;Mondial Relay;Nouvelle-Aquitaine;Limoges
CMD-11555;RET-21555;2024-03-20;2024-04-16;27;Chargeur;Électronique;2;106.82;213.64;Mauvaise taille / couleur;Échangé;Marketplace;UPS;Île-de-France;Paris
CMD-11556;RET-21556;2024-10-24;2024-11-11;18;Tablette;Électronique;2;261.91;523.82;Mauvaise taille / couleur;En cours de traitement;Site web;Chronopost;Bretagne;Quimper
CMD-11557;RET-21557;2025-01-19;2025-01-22;3;Casque vélo;Sport & Loisirs;3;291.29;873.87;Produit défectueux;Remboursé;Téléphone;Chronopost;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11558;RET-21558;2024-12-16;2025-01-03;18;Plante artificielle;Maison & Jardin;3;243.5;730.5;Commande en double;En cours de traitement;Site web;Mondial Relay;Bretagne;Rennes
CMD-11559;RET-21559;2024-06-30;2024-07-29;29;Montre connectée;Électronique;1;194.79;194.79;Produit défectueux;Remboursé;Marketplace;Colissimo;Provence-Alpes-Côte d'Azur;Nice
CMD-11560;RET-21560;2024-11-05;2024-12-01;26;Complément alimentaire;Beauté & Santé;3;226.46;679.38;Livraison endommagée;Remboursé;Application mobile;Colissimo;Grand Est;Metz
CMD-11561;RET-21561;2024-09-20;2024-10-18;28;Gourde;Sport & Loisirs;2;186.21;372.42;Ne correspond pas à la description;Remboursé;Application mobile;Colissimo;Nouvelle-Aquitaine;Bordeaux
CMD-11562;RET-21562;2025-01-29;2025-02-25;27;Pantalon;Vêtements;1;223.92;223.92;Produit défectueux;Refusé;Application mobile;DHL;Provence-Alpes-Côte d'Azur;Toulon
CMD-11563;RET-21563;2024-03-05;2024-03-30;25;Cadre photo;Maison & Jardin;2;328.6;657.2;Mauvaise taille / couleur;Échangé;Application mobile;Chronopost;Hauts-de-France;Amiens
CMD-11564;RET-21564;2024-04-04;2024-04-23;19;Veste;Vêtements;3;145.3;435.9;Délai de livraison trop long;Échangé;Application mobile;DHL;Bretagne;Quimper
CMD-11565;RET-21565;2024-06-26;2024-07-10;14;Complément alimentaire;Beauté & Santé;3;108.19;324.57;Délai de livraison trop long;Remboursé;Téléphone;DHL;Pays de la Loire;Nantes
CMD-11566;RET-21566;2024-03-15;2024-04-04;20;Chaussures;Vêtements;2;341.5;683.0;Changement d'avis;Remboursé;Site web;Chronopost;Normandie;Le Havre
CMD-11567;RET-21567;2024-07-28;2024-08-26;29;Brosse à dents électrique;Beauté & Santé;3;217.31;651.93;Produit défectueux;Remboursé;Site web;Mondial Relay;Pays de la Loire;Le Mans
CMD-11568;RET-21568;2024-11-12;2024-11-27;15;Chargeur;Électronique;1;131.36;131.36;Livraison endommagée;Remboursé;Site web;Chronopost;Nouvelle-Aquitaine;Bordeaux
CMD-11569;RET-21569;2024-11-29;2024-12-24;25;T-shirt;Vêtements;3;163.68;491.04;Délai de livraison trop long;Remboursé;Application mobile;UPS;Grand Est;Strasbourg
CMD-11570;RET-21570;2024-11-06;2024-11-26;20;Parfum;Beauté & Santé;2;194.27;388.54;Livraison endommagée;Remboursé;Marketplace;Chronopost;Normandie;Le Havre
CMD-11571;RET-21571;2024-05-03;2024-05-14;11;Complément alimentaire;Beauté & Santé;1;177.93;177.93;Mauvaise taille / couleur;Échangé;Site web;Chronopost;Île-de-France;Versailles
CMD-11572;RET-21572;2025-02-10;2025-02-26;21;Veste;Vêtements;1;246.47;246.47;Livraison endommagée;Remboursé;Téléphone;UPS;Île-de-France;Versailles
CMD-11573;RET-21573;2025-01-09;2025-01-20;11;Casque vélo;Sport & Loisirs;1;20.42;20.42;Ne correspond pas à la description;Remboursé;Marketplace;DHL;Auvergne-Rhône-Alpes;Lyon
CMD-11574;RET-21574;2024-09-05;2024-09-14;9;Coussin;Maison & Jardin;3;143.68;431.04;Produit défectueux;Remboursé;Marketplace;DHL;Normandie;Caen
CMD-11575;RET-21575;2024-06-01;2024-06-22;21;Pantalon;Vêtements;3;191.12;573.36;Commande en double;En cours de traitement;Site web;Chronopost;Normandie;Caen
CMD-11576;RET-21576;2024-12-02;2024-12-31;29;Crème hydratante;Beauté & Santé;2;147.67;295.34;Changement d'avis;En cours de traitement;Site web;DHL;Hauts-de-France;Lille
CMD-11577;RET-21577;2024-10-31;2024-11-06;6;Plante artificielle;Maison & Jardin;1;339.33;339.33;Livraison endommagée;Remboursé;Application mobile;DHL;Nouvelle-Aquitaine;Pau
CMD-11578;RET-21578;2024-11-24;2024-12-14;20;Lampe;Maison & Jardin;1;302.55;302.55;Mauvaise taille / couleur;Remboursé;Site web;UPS;Pays de la Loire;Nantes
CMD-11579;RET-21579;2024-11-18;2024-11-27;9;Casque vélo;Sport & Loisirs;2;15.32;30.64;Commande en double;Remboursé;Site web;Colissimo;Provence-Alpes-Côte d'Azur;Nice
CMD-11580;RET-21580;2024-06-05;2024-06-15;10;Crème hydratante;Beauté & Santé;3;313.91;941.73;Livraison endommagée;Remboursé;Application mobile;UPS;Normandie;Rouen
CMD-11581;RET-21581;2024-05-21;2024-05-23;2;Chaussures;Vêtements;3;123.43;370.29;Commande en double;Remboursé;Site web;UPS;Occitanie;Montpellier
CMD-11582;RET-21582;2024-08-02;2024-08-05;3;Tapis;Maison & Jardin;2;46.56;93.12;Produit défectueux;Échangé;Site web;Chronopost;Provence-Alpes-Côte d'Azur;Marseille
CMD-11583;RET-21583;2024-09-28;2024-10-14;16;Crème hydratante;Beauté & Santé;1;281.59;281.59;Produit défectueux;Refusé;Site web;Chronopost;Bretagne;Brest
CMD-11584;RET-21584;2025-02-17;2025-02-26;28;Écouteurs;Électronique;1;21.97;21.97;Mauvaise taille / couleur;Échangé;Téléphone;Colissimo;Provence-Alpes-Côte d'Azur;Marseille
CMD-11585;RET-21585;2025-02-17;2025-02-26;19;Parfum;Beauté & Santé;3;30.45;91.35;Produit défectueux;Remboursé;Site web;Mondial Relay;Nouvelle-Aquitaine;Pau
CMD-11586;RET-21586;2024-11-22;2024-12-10;18;Plante artificielle;Maison & Jardin;1;312.66;312.66;Commande en double;En cours de traitement;Site web;Colissimo;Provence-Alpes-Côte d'Azur;Toulon
CMD-11587;RET-21587;2024-08-11;2024-09-08;28;Complément alimentaire;Beauté & Santé;2;279.38;558.76;Mauvaise taille / couleur;Remboursé;Site web;UPS;Bretagne;Quimper
CMD-11588;RET-21588;2025-02-22;2025-02-26;11;Brosse à dents électrique;Beauté & Santé;3;313.68;941.04;Changement d'avis;Échangé;Site web;DHL;Hauts-de-France;Valenciennes
CMD-11589;RET-21589;2024-08-07;2024-09-02;26;Brosse à dents électrique;Beauté & Santé;1;180.69;180.69;Livraison endommagée;Refusé;Marketplace;UPS;Hauts-de-France;Valenciennes
CMD-11590;RET-21590;2024-08-15;2024-08-16;1;T-shirt;Vêtements;1;24.58;24.58;Changement d'avis;Échangé;Marketplace;Colissimo;Hauts-de-France;Amiens
CMD-11591;RET-21591;2024-06-27;2024-07-02;5;Écouteurs;Électronique;2;33.54;67.08;Ne correspond pas à la description;Remboursé;Site web;UPS;Île-de-France;Boulogne-Billancourt
CMD-11592;RET-21592;2024-12-07;2024-12-31;24;T-shirt;Vêtements;2;113.11;226.22;Changement d'avis;Remboursé;Application mobile;UPS;Pays de la Loire;Le Mans
CMD-11593;RET-21593;2024-05-10;2024-05-26;16;Robe;Vêtements;2;315.62;631.24;Livraison endommagée;Échangé;Site web;Colissimo;Bretagne;Quimper
CMD-11594;RET-21594;2024-05-03;2024-05-15;12;Sérum visage;Beauté & Santé;2;107.89;215.78;Ne correspond pas à la description;En cours de traitement;Marketplace;Colissimo;Auvergne-Rhône-Alpes;Clermont-Ferrand
CMD-11595;RET-21595;2024-05-05;2024-05-12;7;Tablette;Électronique;1;216.24;216.24;Ne correspond pas à la description;Remboursé;Site web;Colissimo;Île-de-France;Versailles
CMD-11596;RET-21596;2024-04-13;2024-04-30;17;Robe;Vêtements;2;176.44;352.88;Mauvaise taille / couleur;Remboursé;Application mobile;UPS;Occitanie;Nîmes
CMD-11597;RET-21597;2024-09-20;2024-10-07;17;Chargeur;Électronique;1;277.55;277.55;Mauvaise taille / couleur;Remboursé;Téléphone;Mondial Relay;Provence-Alpes-Côte d'Azur;Nice
CMD-11598;RET-21598;2025-01-13;2025-01-22;9;Gourde;Sport & Loisirs;2;62.62;125.24;Ne correspond pas à la description;Échangé;Application mobile;UPS;Normandie;Rouen
CMD-11599;RET-21599;2024-09-09;2024-10-08;29;Sérum visage;Beauté & Santé;3;44.76;134.28;Livraison endommagée;Échangé;Téléphone;UPS;Île-de-France;Versailles
CMD-11600;RET-21600;2024-05-26;2024-05-29;3;Gourde;Sport & Loisirs;1;160.59;160.59;Changement d'avis;Refusé;Téléphone;Colissimo;Occitanie;Nîmes
CMD-11601;RET-21601;2024-08-11;2024-08-17;6;Pantalon;Vêtements;3;334.77;1004.31;Changement d'avis;En cours de traitement;Téléphone;UPS;Normandie;Rouen
CMD-11602;RET-21602;2024-08-12;2024-09-03;22;Crème hydratante;Beauté & Santé;3;113.09;339.27;Produit défectueux;En cours de traitement;Site web;DHL;Pays de la Loire;Le Mans
CMD-11603;RET-21603;2025-02-20;2025-02-26;8;Complément alimentaire;Beauté & Santé;1;118.87;118.87;Mauvaise taille / couleur;Remboursé;Application mobile;UPS;Hauts-de-France;Amiens
CMD-11604;RET-21604;2024-06-18;2024-06-24;6;Résistance élastique;Sport & Loisirs;1;330.25;330.25;Ne correspond pas à la description;Remboursé;Marketplace;UPS;Normandie;Caen
CMD-11605;RET-21605;2025-01-04;2025-01-27;23;Tablette;Électronique;2;215.23;430.46;Produit défectueux;Échangé;Site web;Chronopost;Normandie;Caen
CMD-11606;RET-21606;2024-03-26;2024-04-06;11;Chaussures;Vêtements;2;268.31;536.62;Produit défectueux;Remboursé;Marketplace;DHL;Bretagne;Quimper
CMD-11607;RET-21607;2024-05-07;2024-05-26;19;Complément alimentaire;Beauté & Santé;1;54.43;54.43;Commande en double;Remboursé;Marketplace;UPS;Île-de-France;Versailles
CMD-11608;RET-21608;2024-03-25;2024-04-12;18;Pantalon;Vêtements;1;310.35;310.35;Mauvaise taille / couleur;En cours de traitement;Application mobile;UPS;Hauts-de-France;Valenciennes
CMD-11609;RET-21609;2024-11-18;2024-12-05;17;Complément alimentaire;Beauté & Santé;2;128.77;257.54;Changement d'avis;Échangé;Site web;Mondial Relay;Occitanie;Nîmes
CMD-11610;RET-21610;2024-08-27;2024-09-02;6;Chaussures;Vêtements;2;324.26;648.52;Produit défectueux;Refusé;Site web;UPS;Île-de-France;Paris
